"","business_id","name","city","state","stars","review_count","categories","business_group"
"8257","b_8503","James LLC","Lake Amberfurt","WA",4.9,370,"section, behavior, hundred","A"
"12940","b_13327","Lee, Rocha and Steele","North Jason","WI",2.2,301,"country, shake, such","B"
"16425","b_16914","Scott, Smith and Flowers","New Mark","AR",1.2,377,"","A"
"18507","b_19067","Thompson-Haynes","","DC",1.8,128,"free, full","B"
"3109","b_3207","Gonzalez, Moore and Smith","West Shannon","DE",4,353,"thus, business, interest","B"
"17560","b_18092","Alvarez-Sparks","East Kimberlyville","PA",1.5,121,"meet",""
"4703","b_4846","Lewis PLC","Travisfort","SD",4.8,419,"already, control, get","A"
"6265","b_6445","White, Walter and Wilson","Rodneyview","NJ",3.2,319,"shake, pick, future","A"
"9227","b_9505","Sanchez, Bridges and Murphy","New Meganchester","MA",2.9,469,"factor, miss","B"
"686","b_711","","Ericborough","",3.4,389,"any","A"
"6772","b_6969","Wiggins-Oliver","Annetteland","RI",2.9,297,"shoulder, fire, police","A"
"9922","b_10219","Gibson-Marshall","Hansenland","IA",1.4,268,"talk","A"
"16413","b_16902","Mccormick, James and Nelson","East Ericburgh","NM",2.8,122,"onto, might","A"
"9057","b_9330","Malone-Khan","Williamston","ID",3.8,128,"may, item","A"
"15786","b_16262","Hoover, Rodriguez and Hatfield","Robertside","RI",4.7,345,"run","A"
"196","b_202","Byrd PLC","Williamsborough","CO",1.6,477,"newspaper, memory, science","B"
"18418","b_18974","Roberts-Smith","Greghaven","OK",2.4,343,"building, fish","A"
"8010","b_8248","Hoffman PLC","North Tonya","AR",4.7,86,"history","B"
"17020","b_17531","Lopez, Taylor and Durham","Wrightbury","NE",2.6,285,"strategy","B"
"397","b_409","Jackson LLC","New Christopher","IA",1.4,16,"social, watch, myself","A"
"10196","b_10501","","Hollowayborough","IL",1.1,20,"campaign, season","B"
"13932","b_14363","White, Richards and Sparks","Acostafurt","UT",4.4,33,"offer","A"
"4977","b_5129","Mcgee, Burns and Le","Mckenzieport","CA",4.4,365,"ability, section, end","B"
"17692","b_18227","Johnson, Jackson and Morales","South Timothymouth","TX",4.1,353,"such","A"
"17351","b_17880","Mills Group","New Mark","MN",2.2,342,"allow, positive, if",""
"17526","b_18057","Henry, Miller and Daniels","Jenniferstad","MS",2.7,222,"continue","B"
"3755","b_3872","Welch-Serrano","Adamston","KS",1.6,157,"some, movement, product","A"
"19206","b_19795","Newman, Zavala and Wallace","Vasquezfurt","NJ",4.2,405,"movie, rule","A"
"12135","b_12498","Taylor-Arias","Millerview","SC",4.1,426,"challenge, network, old","A"
"7316","b_7533","White Group","Debbiemouth","AR",3,181,"relate, cut","B"
"11078","b_11409","Bradley PLC","West John","ND",2.6,189,"stock, event, set","B"
"18419","b_18975","Reeves, Johnson and Davis","Michaelberg","IN",4.5,383,"nature, position","A"
"12974","b_13362","","Padillaburgh","CT",2.4,417,"heart","A"
"180","b_186","Rivera, Johnston and Allen","Garzachester","SD",4.3,184,"measure","B"
"5527","b_5696","Steele Ltd","East Theresamouth","CO",2.8,318,"card, camera","B"
"18195","b_18748","Pena LLC","Port Mindy","PA",1.7,198,"bad","B"
"4217","b_4345","Cantu-Weaver","North Christopher","NC",2.4,86,"walk","A"
"10413","b_10728","Lopez PLC","West Charles","DC",1.7,216,"decision, pattern, structure","B"
"11835","b_12186","Bentley, Mcdonald and Miller","North Victoria","UT",3.8,437,"suffer, with","B"
"11753","b_12101","Montgomery and Sons","Trevinochester","AZ",2,190,"back","A"
"10595","b_10912","Nelson LLC","Matthewberg","NJ",1.8,454,"best, draw","B"
"19032","b_19614","Velez Group","Kimshire","KY",4,204,"among, language","B"
"18626","b_19193","Hughes Group","Ashleybury","MS",2.1,40,"serious","B"
"13416","b_13822","Gonzales, White and Hall","West Alyssa","RI",4.9,329,"if, your","A"
"16542","b_17035","Brewer, Casey and Kim","Phillipsmouth","ND",4.3,264,"food, another",""
"3208","b_3308","Jones-Reyes","Danieltown","MS",2.5,159,"medical, through","A"
"10424","b_10740","Kelly-Williams","West Sarah","FL",1.7,383,"no, up","A"
"2089","b_2157","Coleman, Johnson and Gray","Monicabury","",2.4,308,"whether, try, chair","A"
"7384","b_7602","Fox, Bailey and Mcconnell","Gibsonside","NV",3.3,207,"history, question, most","B"
"12203","b_12566","Moon, Jackson and Stephens","Stephanieberg","WV",3.9,31,"tough","A"
"15487","b_15956","House Ltd","North Laurahaven","HI",4,439,"interesting, meeting","A"
"12644","b_13019","Jones-Hernandez","Blackwelltown","UT",4.9,410,"use, story, your","B"
"18205","b_18758","Weaver Ltd","Smithmouth","CA",3.3,115,"different, cell, baby","A"
"16644","b_17142","Thomas Inc","South Patrickton","NM",3.4,345,"skill","A"
"8425","b_8675","Hopkins-Gould","New Tamaraport","NM",2.3,130,"tonight","B"
"14932","b_15385","Sullivan Inc","North Heather","UT",3.6,312,"evidence","A"
"2159","b_2228","Grant, Webb and Kim","Lisahaven","IN",2.2,237,"loss","A"
"2271","b_2341","Perez, Gordon and Joseph","Sueshire","TN",1.3,178,"that","A"
"16675","b_17173","Hanson-Hernandez","East Ralph","FL",1.8,367,"skill, drive, at","A"
"5572","b_5741","Richards LLC","Wallaceland","KY",3.3,191,"election, on, new","A"
"1366","b_1411","Anthony and Sons","Nguyenberg","MI",1.4,48,"even, skill, contain","A"
"7251","b_7465","Alvarez-Taylor","East Ashleyview","MT",2.5,254,"follow, late, service","A"
"10106","b_10411","Harris, Ingram and Duncan","Port Stephen","PA",4.1,311,"forward, remain","A"
"2440","b_2513","Herrera-Griffin","North Carolineside","OK",3,347,"color, some","B"
"3108","b_3206","White-Brown","Daltonberg","OR",4.4,278,"Republican","A"
"3657","b_3773","Rivera-Davidson","South Carlosfurt","KS",3.9,467,"push, authority, seek","B"
"10531","b_10847","Alvarez-Reyes","East Jonathan","MI",4.6,345,"majority","B"
"14100","b_14535","Parker-Schwartz","Jackburgh","MI",1.6,108,"minute, short","A"
"12513","b_12885","Kelley, Pacheco and Taylor","","DC",1.3,409,"prepare, citizen, agent","B"
"14641","b_15085","Robertson Ltd","Port Rebekahberg","CT",1.4,52,"drug, room, guy","B"
"10311","b_10621","Roberts, Gonzalez and Allen","South Maria","WY",2.2,36,"such","A"
"11211","b_11546","Hall and Sons","Deanmouth","WY",3,464,"meeting, play","A"
"848","b_877","Charles, Roberts and Gonzalez","North Gloriafurt","NJ",3.6,121,"loss","B"
"15297","b_15760","Fernandez, Johnson and Gomez","Lake Matthew","NC",1.4,252,"ok, time, away","A"
"7890","b_8126","Moss, Mcgee and Rodriguez","Melissaside","MO",1.5,461,"this","A"
"17511","b_18042","Henderson, Hernandez and Hall","Butlerland","IL",2.8,21,"sport","B"
"9620","b_9909","Mueller and Sons","Lake Meghanview","",1.1,200,"want, central, trip","A"
"17960","b_18505","Jacobs-Brown","New Jaime","AL",4.1,389,"feeling, husband, continue","A"
"4516","b_4652","Tyler, Dunn and Stark","North Ryanfurt","NC",2.9,391,"whom","A"
"14697","b_15143","Cummings-Odonnell","South Robert","ME",2.7,150,"start, whom, newspaper","B"
"8494","b_8746","Lynn Ltd","","CA",1.6,149,"Congress","B"
"3673","b_3790","Snyder, Hart and Martinez","New Kyle","CA",1.9,164,"contain, to","B"
"19309","b_19901","Oliver, Carroll and Haney","New Dylan","AK",1.4,84,"with, future, effect","B"
"16643","b_17141","Stephens Inc","Lake Christine","KY",4.8,358,"arrive, lead, technology","B"
"902","b_933","Green, Williams and Ramirez","Fosterstad","MI",3.1,89,"fear","B"
"14282","b_14722","Collins-Brown","Lake Yolandafort","",2.4,162,"behind, save","B"
"15847","b_16324","Anderson LLC","Thomasfurt","NV",4.6,365,"heavy, current","A"
"5936","b_6113","Carpenter, Carrillo and Welch","Port Teresafort","MD",3.2,115,"thousand, I, ago","A"
"4319","b_4449","Brown, Jones and Clark","West Martin","",3.9,196,"improve, traditional","A"
"13995","b_14426","Wright, White and Velazquez","Andersonland","IA",3.8,132,"response","B"
"8519","b_8773","Zavala, Stout and Boyd","Huntberg","VT",2.6,160,"happen, not, often","A"
"6218","b_6396","Ross-Herrera","Garyville","AL",3,148,"dream, no, item","A"
"11660","b_12006","Taylor, Rodriguez and Mercado","New Rachel","IN",2.7,410,"listen","B"
"2725","b_2808","Nguyen, Park and Adams","Colemanland","NY",2.9,342,"work","A"
"3952","b_4074","Cooper, Miller and Lewis","Jonathonmouth","WI",3.7,59,"growth, series, class","A"
"11700","b_12047","Johnson-Barr","Port Angelaport","FL",4.9,457,"plan, say, doctor","A"
"705","b_730","Williams, Green and Mendoza","Fergusonborough","MT",1.7,309,"child","A"
"13837","b_14265","Frazier-Chavez","West Christine","VT",1.8,336,"into, these","B"
"13832","b_14259","Richardson-Brown","Villarrealstad","OR",1.3,107,"cup, myself, mother","A"
"785","b_813","Rodriguez Ltd","South Denise","NE",4.7,353,"score, cell, finally","B"
"15464","b_15933","Davis-Graham","Porterport","VA",1.1,484,"on, industry, character","B"
"15986","b_16466","Flores, Jones and Hall","Lake Bryanton","VT",2.9,270,"discuss, artist","A"
"9665","b_9956","Moses-Richards","East Evelynport","NC",4,317,"me","A"
"2468","b_2542","Williams LLC","Port Lisachester","VT",4.4,102,"difference","A"
"14034","b_14466","Jones Inc","New Wesley","",2.2,286,"third","A"
"16579","b_17075","Crawford-Collins","Dianeville","WI",1.9,293,"society, natural","B"
"18092","b_18642","Gibbs and Sons","Baileyville","NV",3,229,"entire",""
"7245","b_7458","Oliver-Mclean","East Terry","DC",1.9,86,"far, military, threat","A"
"18964","b_19544","Murphy Ltd","Port Lucas","MA",5,80,"spend, kitchen, anyone","B"
"11293","b_11629","Weber Group","Burnshaven","KY",2.7,404,"method, push","B"
"1377","b_1422","Caldwell-Freeman","Matthewberg","OK",1.2,60,"up, response, off","A"
"246","b_252","Green-Thomas","Henrytown","AK",4.4,488,"military, team","A"
"1886","b_1949","Warren-Thomas","Danshire","WV",2.7,236,"list, measure","A"
"8994","b_9266","Wiggins Inc","North Tylerland","NC",2.2,325,"tree","A"
"6947","b_7152","Haley-Padilla","East John","TX",4.8,482,"",""
"2106","b_2174","Jackson and Sons","North Jenniferchester","AK",1.9,276,"system, none","A"
"7228","b_7441","Williams and Sons","West Jane","SD",1.3,218,"thought, produce","B"
"11276","b_11612","Flores and Sons","Brettville","CA",1.8,311,"on","A"
"8824","b_9090","Thomas LLC","North Kurt","CO",2.7,398,"both, include, American","B"
"18614","b_19180","Wheeler Inc","North Marthaburgh","ID",4.3,82,"play, become, use","A"
"1396","b_1441","Petersen, Flores and Stein","Jordanbury","MN",1.4,366,"present, general, alone","A"
"4169","b_4296","Jackson Inc","Lake Abigail","WA",1.6,105,"with, new","A"
"11869","b_12221","Baker, Reynolds and Flynn","North Andrew","AR",1.3,419,"or, off","A"
"17663","b_18198","Jones, Cox and Roberts","South Jeremyland","WI",3.7,453,"shake","B"
"6182","b_6360","Richards-Daniel","New April","IN",1.3,373,"class, race","B"
"14657","b_15102","Fernandez-Aguirre","Penatown","PA",1.7,400,"part, garden",""
"14529","b_14971","Tyler, Faulkner and Bishop","West Maryside","MO",3,79,"serve, recognize, debate","B"
"14415","b_14856","Gonzalez and Sons","New Christopherstad","AK",3,183,"concern","A"
"9847","b_10141","Vargas-Mills","Lake Sarahmouth","AZ",2.9,44,"manager, ground","A"
"16887","b_17392","Wallace, Barton and Johnson","Jamesburgh","WV",4.5,77,"message, by","B"
"11680","b_12026","Wilson-Matthews","Silvaville","AL",4,360,"property, authority, other","B"
"13921","b_14351","Chung Inc","South Gregoryton","ND",2.8,172,"Democrat, realize","B"
"8353","b_8600","Reynolds-Weeks","New Emily","AL",2.7,204,"nothing, concern","B"
"11528","b_11869","Cardenas, Moore and Lloyd","Francostad","LA",3.5,42,"despite","B"
"7639","b_7869","Long, Johnson and Jackson","Lake Justin","KY",1,383,"add, report, natural","A"
"9187","b_9465","","Russellfurt","IN",4.8,118,"plant, successful","A"
"10491","b_10807","White PLC","Clarkstad","WV",2.5,54,"air, market","A"
"14493","b_14935","Mccarthy-Davis","Racheltown","IL",4.8,322,"project, try, provide","A"
"17420","b_17951","Hicks, Ware and Hernandez","Justinborough","OH",3.1,406,"technology, return, go","A"
"17496","b_18027","Powell-Sawyer","Lake Henrytown","DC",4.1,294,"Republican, must","B"
"18360","b_18916","Maldonado, Fuentes and Obrien","Jessicachester","VA",2.4,378,"officer, dog","A"
"2981","b_3078","Cole, Anderson and Bates","South David","AK",1.6,408,"everyone","B"
"3973","b_4095","Jones-Miller","Lake Amy","SC",2.9,232,"win","B"
"1589","b_1641","Butler Group","Lake Leahstad","MD",4.4,65,"floor, plan","A"
"15510","b_15981","Gregory LLC","Port Roberto","NY",4.5,164,"agree, run","A"
"6799","b_6996","Scott-Maddox","North Katiefurt","TN",3.7,346,"there, opportunity","A"
"12860","b_13244","Velasquez, Marquez and Vasquez","Lake Alice","NH",3.9,196,"manage, significant, whatever","B"
"7526","b_7750","Chan and Sons","Mcbridetown","SC",1.6,222,"old","B"
"4949","b_5101","Owens Inc","Reynoldsfurt","TX",3.3,255,"last, step, contain","B"
"10156","b_10461","Smith-Garcia","Herreraside","CA",3.1,446,"sure","B"
"307","b_318","Lambert-Martin","New Brittney","MO",1.6,11,"","B"
"14144","b_14580","Burnett PLC","Liuhaven","",2.9,332,"camera","B"
"12543","b_12916","Mitchell-Massey","Williamsburgh","NV",2.6,498,"analysis, ahead, television","B"
"6171","b_6349","Powell, Ramirez and Myers","Duranville","MN",3.8,107,"itself, company","A"
"17047","b_17561","Boyle LLC","Clarktown","NC",3.5,88,"but, produce, hundred","B"
"17567","b_18099","Stewart-Garcia","Maryburgh","CO",1.1,372,"where, ago","B"
"14368","b_14808","Davis, Allen and Hall","South Kaylaton","WY",3.7,400,"firm, work, teach","B"
"9453","b_9738","Jackson-Murphy","East Julia","ME",2.2,86,"","A"
"18855","b_19432","Phillips Inc","Port Todd","NJ",2.3,349,"say","B"
"3670","b_3787","Nelson, Jones and Jordan","Michelleborough","MS",2.9,240,"strong, beautiful","B"
"10730","b_11050","Mcmillan, Smith and Hall","Lambertfurt","NH",1.1,414,"example, order, goal","A"
"426","b_440","Jefferson-Garcia","Allisonfort","DE",1.3,213,"test, budget, miss","A"
"6908","b_7110","Brown, Franco and Smith","Anntown","NV",3.9,51,"half","B"
"4882","b_5029","Gutierrez, Beasley and Ramos","Christianside","NY",1.5,234,"worker, be, wait","A"
"11511","b_11852","Turner PLC","Cesarville","GA",4.5,420,"like","B"
"14273","b_14713","Lam-Torres","Johnsonfort","WI",2.2,50,"new, collection","B"
"19132","b_19718","Gonzalez LLC","Robertport","AL",4.7,66,"final, three","A"
"11699","b_12046","Gomez-Hood","Thomaschester","WA",2.6,116,"",""
"17281","b_17805","Jordan Group","Edwardtown","IL",2.8,59,"time, poor, field","A"
"16248","b_16735","Miranda-Howard","Grahamville","KS",4.7,88,"sign, story, resource","A"
"4336","b_4466","","North Lisaburgh","SD",1.5,123,"memory, against, across","B"
"14526","b_14968","Hunter and Sons","Ambermouth","FL",2.6,392,"either, responsibility","B"
"2169","b_2238","Clark PLC","Arthurmouth","OR",1.3,427,"hot","A"
"15269","b_15731","Johnson, Gomez and Baker","East Robert","MI",4.1,23,"increase, focus, several","A"
"10251","b_10557","Bailey, Morgan and Black","North Heidi","TN",4.4,231,"chair","B"
"2921","b_3012","Reese, Rogers and Smith","New Jessica","PA",2.2,98,"amount, country, clearly","A"
"958","b_990","Johnson-Russell","Lake Nicholeburgh","WA",4.2,56,"change, wait, investment","B"
"16461","b_16950","Strickland, Horn and Bass","Cynthiafort","GA",4.8,467,"buy, care, pull","B"
"18723","b_19293","Douglas-Vargas","Gillmouth","NC",4.3,128,"million","A"
"4328","b_4458","Stevens and Sons","Hawkinston","MD",2.7,22,"assume, Congress, resource","B"
"13824","b_14251","Maxwell PLC","North Heather","NC",4.4,376,"year, or, hot","B"
"3758","b_3875","Hernandez-Long","","KY",2.7,114,"firm","B"
"11602","b_11947","Guerra, Rich and Mitchell","Mayside","CA",2.1,344,"least, nation","A"
"14867","b_15319","Pace, Larson and Daniels","Michaelmouth","AL",3.3,35,"keep","B"
"17950","b_18495","Lopez-Brown","South Jamesview","LA",4.6,31,"watch","B"
"3614","b_3729","Sullivan-Bailey","South Patriciaberg","OH",3.4,335,"about","B"
"14574","b_15017","Holmes and Sons","North Heidifurt","NJ",3.8,372,"peace, exist","A"
"16410","b_16899","Thompson, Martin and Adams","South Christinastad","NM",4.5,341,"leg, team, building","B"
"11164","b_11499","Boyle LLC","Donfurt","MT",5,376,"pull","A"
"1700","b_1757","George, Goodwin and Crawford","Cynthiaville","AR",3,80,"central","A"
"12409","b_12775","Strong-Cardenas","West Markbury","",2.7,499,"back, responsibility","A"
"16628","b_17126","Lee, Day and Roberts","Port Michelleshire","LA",1.6,252,"even, exactly","B"
"14990","b_15445","Baker-Santana","North Stephaniebury","SD",2.4,453,"focus, mother, certain","A"
"11553","b_11895","Roach LLC","North Kimberlyfort","WI",2.2,179,"kitchen, need, interest","A"
"1556","b_1606","Miller-Phillips","North Ashleyborough","VA",1.3,350,"gas","B"
"11740","b_12088","Martinez LLC","Hamiltonfort","NV",3.4,225,"anyone","B"
"18085","b_18634","Hart-Cooper","Port Wendy","RI",2.2,253,"college, among, different","A"
"8887","b_9153","Elliott, Turner and Lutz","Port Michelle","SD",3,328,"star, her, difficult","A"
"6570","b_6761","Lewis-Alexander","Robertborough","FL",1.6,47,"college, first","A"
"13860","b_14288","Ferguson, Patterson and Medina","Amberport","",4.1,217,"natural, store, job","B"
"7865","b_8101","Mccoy, Welch and Fleming","Port Debra","MD",5,232,"nation, black","B"
"18560","b_19124","King, Johnson and Martin","East Charles","",4.3,335,"present","A"
"16049","b_16531","Perez-Davis","Lake Raymond","UT",3.5,89,"allow, skin","A"
"2385","b_2458","Bender-Rodriguez","New Morgan","CO",3,441,"black, remain, I","B"
"870","b_900","Rodriguez LLC","Port Anthonyfort","CA",1.8,293,"official","B"
"15230","b_15690","Gomez-Sutton","North Adamshire","MD",1.7,342,"seat","B"
"17855","b_18396","","Gonzalesview","KS",2.5,231,"economic, everybody, onto","B"
"16999","b_17509","Woodard, Beltran and Sanchez","Elizabethville","ID",4.4,487,"group","B"
"18843","b_19420","Smith-Williams","Hurstmouth","CA",4.7,363,"garden, have, carry","A"
"12087","b_12450","Pham, Nelson and Wong","Ochoaberg","AZ",4.5,413,"old","A"
"7175","b_7388","Blevins Inc","West Harold","VA",2.1,481,"seat, send, open","A"
"12623","b_12998","Flores-Garcia","Riveraview","OH",2.5,350,"key","B"
"18546","b_19108","Cook LLC","New Jamestown","ID",4.9,336,"third, process, institution",""
"16767","b_17269","Bennett-Brooks","Nicoleview","AZ",2.7,418,"recently","B"
"1469","b_1518","Mosley-Hoffman","Smithmouth","WA",2,111,"clear","A"
"2428","b_2501","Foley, Stevens and Reed","Port Theresa","KS",4.1,41,"adult","B"
"10042","b_10346","Herring-Bartlett","South Ronaldville","IN",3,105,"mission","A"
"2174","b_2243","Wilson-Lee","","MT",5,455,"fill","A"
"11503","b_11843","Mccoy-Mendoza","Port Deborahville","KY",3.7,180,"investment","B"
"8673","b_8934","Heath, Dillon and Perez","Jonesfort","OR",3.4,126,"development, factor, sit","A"
"4206","b_4334","Meyer Group","Rogerstad","OR",2.5,72,"few, thing, scientist","B"
"2291","b_2361","Morrison, Rush and Christensen","Martinezmouth","KY",2.7,11,"radio, budget","A"
