"","business_id","name","city","state","stars","review_count","categories","business_group"
"573","b_595","Scott, Hansen and Martin","South Julie","KS",2.9,101,"treatment","B"
"577","b_600","Dominguez LLC","Edwardshire","",1.7,281,"big, science","B"
"579","b_602","Tucker Group","Johnport","AK",1.7,127,"painting, single","B"
"581","b_604","Stephens, Maldonado and Walker","Ryanland","WI",1.5,104,"machine, artist, she","A"
"584","b_607","Ross, Wheeler and Boyd","East Daniel","NM",2.5,266,"ok, claim","B"
"585","b_608","Mcdonald, Mcgee and Dean","Huntchester","MO",3,340,"eat, avoid, hundred","B"
"589","b_612","Riley-Baker","Leeport","IL",3.5,445,"resource, page","B"
"590","b_613","Bell Group","Tammyberg","ND",1.3,473,"trial, effort, carry","A"
"591","b_614","Gonzalez, Salas and Ortiz","East Angel","",4.5,327,"successful, important, development","B"
"592","b_615","Taylor and Sons","New Latoya","DE",4.7,67,"world, others, old","B"
"593","b_616","Young LLC","Edwardton","TN",1.2,239,"hour, over, reality","B"
"595","b_618","","Kingberg","OK",4.2,28,"decide","A"
"597","b_620","Wade LLC","New Rodney","NE",1.7,150,"fear, store, agreement","A"
"599","b_622","Byrd, Simpson and Griffin","West Matthewside","TN",2.5,169,"call","A"
"600","b_623","Wu-White","Frankborough","IN",2.9,109,"why","B"
"603","b_626","Anderson-Stone","Jonesburgh","MO",2.9,247,"kid","A"
"606","b_629","Buck, Williams and Larson","Fullermouth","CO",2,296,"position, clearly, team","A"
"608","b_631","Gonzalez LLC","Port Ricardoton","TN",4.6,68,"challenge, drop","A"
"612","b_636","Banks, Stevenson and Rodgers","Port Emily","OR",3.1,310,"central, chair, fish",""
"614","b_638","Sharp and Sons","West Stephanie","MS",2.1,52,"house, develop","A"
"615","b_639","Williams LLC","South James","WY",2.5,363,"country, benefit","A"
"616","b_640","Bowman, Wall and Carroll","South Timothy","MI",1.1,266,"because, school","B"
"617","b_641","Garcia-Wright","Port Michaelside","MO",2.3,222,"structure","B"
"620","b_644","Ward-Davis","","AZ",1.5,356,"name, most, wonder","B"
"621","b_645","James-Hoffman","","DC",4.6,309,"into","B"
"624","b_648","Stokes, Brown and Smith","North Charles","AZ",4.2,146,"professor","A"
"625","b_649","Ramos, Williams and Watts","Wilsonberg","VA",3,39,"evidence","A"
"626","b_650","Walker-Grant","Roseport","SC",1.3,155,"","B"
"628","b_652","Kaufman Inc","Velasquezton","AL",3.3,483,"she, mission","A"
"629","b_653","Harris-Arnold","East Philip","WI",4,477,"hair","A"
"630","b_654","Jackson Group","Alexandertown","GA",2.7,495,"stand, hospital, wish","A"
"632","b_656","Macdonald LLC","Kellerland","NH",2.1,296,"three",""
"633","b_657","Cole-Singleton","East Ricardo","CO",2.5,465,"feeling, him","A"
"635","b_659","Castillo, Harrison and Ramos","Orozcomouth","CO",3.3,480,"study, same","A"
"636","b_660","Simmons PLC","Port Gregoryburgh","MT",2.4,187,"attention, child, bag","A"
"638","b_662","Hart, Hall and Carter","East Jennifer","WA",3.4,248,"just, doctor, stand","A"
"640","b_664","Mitchell-Roth","South Jason","CA",1.4,119,"down, car","A"
"642","b_666","Buchanan LLC","Joshuabury","NC",2,284,"ever, wide, environmental","A"
"643","b_667","Munoz and Sons","Patelport","VT",1.6,380,"may, meet, pass","A"
"644","b_668","King-Lopez","Reedburgh","NM",1.7,391,"few, could, inside","B"
"645","b_669","Jenkins-Smith","Christinemouth","VA",2.1,243,"impact, southern","A"
"646","b_670","Simpson Inc","Lake Patriciaberg","LA",1.7,73,"window, occur, your","A"
"649","b_673","Combs Inc","Port Michaelburgh","RI",3.1,271,"less, follow, walk","A"
"652","b_677","Miles-Jones","Hillborough","TX",2.6,383,"human","B"
"654","b_679","Hansen Group","Staceyland","ND",4.5,82,"memory, voice","A"
"655","b_680","Rose, Perez and Hudson","Joshuaview","NY",4.3,366,"hand, avoid, foreign","A"
"656","b_681","Taylor-Dillon","Port Timothy","OK",2,448,"range, professional","B"
"657","b_682","Ponce Inc","Danielborough","SC",1.7,100,"be, both, deep","B"
"658","b_683","Vega, Hernandez and Moore","Daleton","OH",3.7,493,"eight","B"
"661","b_686","Fitzpatrick and Sons","North Wesley","KY",3.3,374,"wall","A"
"663","b_688","Smith Ltd","Jasonhaven","DE",4.1,479,"interesting, camera","B"
"670","b_695","Jordan, Hess and Davis","Phyllisstad","OK",3.4,413,"century","A"
"671","b_696","Willis Ltd","Anthonyland","MA",2.2,125,"right","B"
"673","b_698","Schultz Group","South Alicia","MN",1.6,240,"ready, east","A"
"674","b_699","Perez-Brown","Yuton","IA",2.9,67,"half, add, appear","A"
"678","b_703","Wagner PLC","North Maria","FL",1.5,103,"walk","A"
"680","b_705","Manning Group","Taylorfurt","ME",5,239,"pass, north","A"
"681","b_706","Graham, Wilson and Carpenter","Piercefurt","OH",2.3,236,"answer, be","B"
"684","b_709","Crawford Group","Floydmouth","MD",3.7,140,"it, director","B"
"688","b_713","Thomas-Macdonald","","TX",2.6,195,"bad, bad","B"
"689","b_714","Allison, Cannon and Dunn","","NJ",2.4,126,"I, necessary, which","A"
"690","b_715","Perkins Ltd","South Stacey","NJ",4.7,195,"professional, responsibility, that","A"
"691","b_716","Blair, Alvarez and Lawrence","Herreraport","PA",4.3,283,"actually","A"
"692","b_717","","Paulland","LA",4.9,160,"hotel, management, unit","B"
"695","b_720","Clark, White and Young","West Tamiton","CO",4.8,160,"determine","A"
"696","b_721","Roberts, Harris and Kim","West James","MT",1.7,393,"old, brother","A"
"698","b_723","Daniels-Dominguez","North Brookeview","WV",4,335,"cover, change","A"
"700","b_725","Daniel, Hill and Macias","Jayland","KS",4.4,475,"something, letter, skin","B"
"703","b_728","Archer-Rodriguez","Port Nicole","ID",1.8,171,"recent, point, officer","A"
"704","b_729","Chang Group","Haleburgh","RI",1.7,53,"nice, bad, others","B"
"707","b_732","Young, Hughes and Alexander","New David","PA",3.7,365,"miss","A"
"708","b_733","Ho Inc","Stephanieburgh","PA",3.1,249,"stuff, other","A"
"709","b_734","","Port Jonathanstad","OK",2.4,61,"north, go","B"
"710","b_735","Salinas Inc","Smithfurt","",4.5,435,"institution, head","A"
"711","b_736","Hernandez PLC","South Jacob","OK",2.6,290,"beat","B"
"712","b_737","Jackson-Nelson","New Kathleenberg","NE",4.3,83,"economy, military","B"
"713","b_738","Coleman, Blair and Hill","Harrisview","NE",2.8,304,"I, soon","B"
"714","b_739","Wood Group","New Joannaview","SC",2.5,247,"visit, heart, around","A"
"720","b_745","Cochran and Sons","","MS",4.6,12,"network","A"
"721","b_746","Campbell-Duran","Port Willie","NV",2.5,265,"run, actually, painting","A"
"722","b_747","Mcneil-Flores","Travisburgh","ND",3.2,380,"around, sing, break","B"
"724","b_750","Warren Ltd","West Christinechester","IA",1.5,401,"general, matter, father","A"
"725","b_751","Lee Inc","Lake Maryside","ND",4.8,279,"old, family, business","A"
"728","b_754","Lopez Group","East Timothy","NY",1.6,279,"stay","B"
"732","b_758","Gray Ltd","West Jamesside","IA",4.6,73,"nation, prove","B"
"733","b_759","Cervantes, Hobbs and Williams","Lake Christophermouth","DC",4.2,248,"middle","A"
"734","b_760","Ward Group","Ortizborough","AR",1.6,469,"provide","B"
"735","b_761","Stevens-Stevenson","Myerschester","ID",2.2,25,"artist, father","A"
"736","b_762","Bailey-Collins","Meganstad","UT",2,61,"music, candidate","B"
"737","b_763","Ray-King","Crosbyburgh","RI",4,28,"hair, above","B"
"738","b_764","Newman-Ramirez","Munozport","CO",1.1,334,"society","A"
"744","b_770","Gordon, Bailey and Ingram","Foleyland","TX",1.4,120,"since, cover","B"
"746","b_772","Ramos, Phillips and Martin","East Cody","NC",1.5,369,"question","A"
"748","b_774","Mitchell PLC","Jamesfurt","PA",4.2,103,"resource","A"
"750","b_776","Davidson-Schneider","Lake Lauren","KY",1.9,221,"attention, back, order","B"
"752","b_778","Mills, Hodges and Ibarra","East Crystal","MS",3.9,263,"better, must","A"
"753","b_779","Rios, Farmer and Gonzalez","North Hannah","IA",3.6,25,"four","B"
"758","b_786","Kim, Rodriguez and Walker","Griffinland","ME",3.3,386,"store","B"
"761","b_789","Green-King","East Carolynfort","SC",4.8,493,"little","B"
"762","b_790","Francis-Chang","Medinaville","",1.6,461,"structure","A"
"763","b_791","Warner, Lawrence and Doyle","Brianfort","WI",3.3,495,"plant","B"
"764","b_792","Barber Ltd","Hornemouth","SD",3,33,"range, black","A"
"770","b_798","Mullins, Ward and Foster","South Russellton","NM",3.8,71,"be, enter, police","A"
"771","b_799","Daniel-Carrillo","East Patricia","NM",4.7,247,"executive, toward","B"
"776","b_804","Vaughn-Sullivan","Rebeccaview","TN",2.7,407,"professor, movie, technology","B"
"778","b_806","Nelson Ltd","East Chelsea","DE",4.7,198,"race","B"
"779","b_807","Smith LLC","Cassandraborough","OH",4.7,117,"husband","B"
"780","b_808","Williams LLC","Gordonborough","KY",2.8,243,"well, interesting","A"
"781","b_809","Bolton, Flores and Barker","Briggsburgh","ND",1.5,277,"south","B"
"782","b_810","Willis PLC","Keithstad","UT",4.9,113,"real, tough, impact","B"
"784","b_812","Kelly-Cortez","Port Markmouth","CA",1.5,143,"high, laugh","B"
"786","b_814","Ray-George","Barrerabury","VT",4.5,380,"campaign, either, appear","B"
"788","b_816","Hernandez-Watts","Stanleytown","MN",3.4,246,"value, term","B"
"794","b_822","Johnson-Wiley","New Megan","SD",2.3,450,"event, reason, effort","B"
"796","b_824","Thompson and Sons","Deanfurt","GA",3.1,318,"figure","A"
"797","b_825","Sanders-Nguyen","Gregoryland","SD",4.7,278,"inside, effort, practice","A"
"798","b_826","Smith-Green","Coxshire","ME",2.4,387,"service, house","B"
"804","b_832","Sosa-Brown","West Karl","VA",1.6,477,"share, million","B"
"805","b_833","","Markbury","WY",1.7,67,"receive, city, investment","A"
"806","b_834","Murphy, Silva and Johnson","Willismouth","VA",3,13,"eat, go","A"
"807","b_835","Baker-Sawyer","Salazarport","ID",2.7,245,"learn, on, bit","A"
"808","b_836","Brooks-Thompson","Harveyberg","KY",4.7,182,"walk, be","B"
"809","b_837","Johnson and Sons","Jaredstad","KY",2.4,331,"certainly","A"
"811","b_839","Arnold, Branch and Mcconnell","Markstad","PA",3.5,45,"machine, certainly, bit","A"
"813","b_841","Rubio, Thomas and Ali","North Julieburgh","KY",3.7,246,"drop","A"
"814","b_842","Weber, Johnson and Leonard","Johnsonview","SC",1.7,284,"local, hour","A"
"816","b_844","Vazquez, Martin and Martinez","Johnstonfurt","DE",1.6,337,"early","B"
"819","b_847","Hernandez-Taylor","Lake Teresa","WV",5,372,"we, half, stay","B"
"824","b_852","Young, Russell and Wang","Susanberg","MO",1.8,10,"which",""
"825","b_853","Glass Group","Annashire","AL",4.6,73,"environmental, none, simply","B"
"826","b_854","Mitchell, Kelly and Murphy","North Brittany","NC",1.8,71,"crime, season, up","A"
"827","b_856","Taylor Inc","Coxhaven","MS",1.1,429,"statement, bill","A"
"828","b_857","Pugh-Ryan","Natashaport","AZ",2.9,340,"fast, throughout, yeah","B"
"829","b_858","","South Madeline","MO",3.3,155,"friend, enough, blue","B"
"830","b_859","Walters-Blake","Anthonyshire","KY",1.3,281,"necessary, herself","A"
"831","b_860","Walters LLC","Rebeccafort","WY",4.1,26,"behind, since","A"
"833","b_862","Drake, Grimes and King","West Julie","AZ",3.1,107,"catch, figure, meet","B"
"836","b_865","Silva Ltd","Tammyville","ME",3.2,472,"bring, cultural","A"
"837","b_866","Bass, Price and Carter","North Amyview","PA",1.6,395,"major","B"
"838","b_867","Carpenter-Ortega","","SD",1.7,252,"side","A"
"839","b_868","Thompson PLC","Eatonside","",4.4,488,"alone, job","B"
"841","b_870","Contreras-Smith","Joelhaven","LA",2.5,403,"listen","B"
"842","b_871","Campbell-Rivera","Mariafurt","NJ",2.1,446,"challenge, card","B"
"844","b_873","Taylor PLC","Barnettborough","NJ",2.6,188,"environmental, step, father","B"
"846","b_875","Smith LLC","Holdenland","AR",1.6,279,"third, build","A"
"849","b_878","Preston, Scott and Edwards","South Wendy","CT",1.1,495,"could, assume","A"
"850","b_879","Kirby-Barton","Warrenburgh","MN",1.9,497,"learn, government","B"
"852","b_881","Willis, Sharp and Alexander","New Jennyfurt","DE",3.7,347,"miss, here","A"
"853","b_882","Nash Inc","New Leahchester","AR",1.1,358,"offer","A"
"854","b_883","Welch-Davis","North Jerrychester","VA",1.4,446,"action, over","A"
"856","b_885","Leon, Hayes and Thomas","North Brandi","MS",1.7,254,"key, share","A"
"858","b_887","Kelly, Jackson and Anderson","West Paula","KS",2,457,"guy, century, simply","A"
"861","b_890","Graham, Fleming and Dawson","Molinabury","NE",3.9,58,"operation, us, scene","A"
"865","b_894","Brown-Smith","Harrisonside","WY",3.7,186,"able","A"
"866","b_895","Marshall, Erickson and Tucker","New James","MD",1.8,461,"behavior","A"
"867","b_896","Walls, Davis and Noble","Elizabethstad","OR",2.2,170,"cut, cover, myself","B"
"872","b_902","Conway-Pierce","Leonardtown","WY",1.7,269,"series, always","B"
"876","b_906","Knight Group","West Kristinville","TX",4.3,314,"travel, part","B"
"877","b_907","","South Charlestown","OR",2.4,393,"yes","A"
"881","b_912","Harris-Stanley","New Dawnborough","CA",3.5,244,"security, six, say","A"
"882","b_913","Stone Ltd","Michaelstad","ID",2.6,339,"third","B"
"883","b_914","Wells, Harrell and Smith","Aaronton","CO",3.2,209,"above, once","B"
"885","b_916","Payne PLC","Thompsonport","MT",2.2,160,"for, television, million","B"
"887","b_918","Monroe Ltd","Nathanside","NJ",4.1,133,"few, there","B"
"890","b_921","Jackson, Morgan and Hogan","Lake Jeremymouth","NY",2.9,281,"town, authority","B"
"891","b_922","Neal-Mcdonald","Port Brittany","WV",4.6,333,"among, price","A"
"894","b_925","Jones, Smith and Carter","Lake Angela","WY",1.1,421,"while, condition","B"
"896","b_927","Lynch, Horton and Cox","East Jeffreyburgh","DE",3.2,325,"fight, expect, down","A"
"897","b_928","Tapia, Taylor and Brown","Feliciaberg","AZ",3.5,87,"project, eye","B"
"898","b_929","Navarro, Shelton and Wyatt","Flemingtown","IA",2,85,"fire, stage","A"
"900","b_931","Warner Ltd","East Brendan","IA",4.3,94,"appear, front","A"
"901","b_932","","West Benjamin","DC",4.9,377,"military","A"
"904","b_936","Farmer, Abbott and Smith","North Jamesfurt","KY",1.1,267,"research, reveal","A"
"905","b_937","Bell, Jackson and Alexander","Williamsborough","KY",4.7,288,"","B"
"906","b_938","Evans-Swanson","Hillchester","VA",1.5,230,"adult, sound, sign","B"
"907","b_939","Sullivan and Sons","Sharonside","SD",3.3,55,"anything, attack, order","B"
"908","b_940","Morse Inc","Port Janiceburgh","HI",2.1,82,"catch, deal, military",""
"909","b_941","Davis-Lopez","Port Tracy","MN",3.2,63,"by","A"
"911","b_943","Dawson, Warren and George","Jesseville","ME",4.3,230,"other","B"
"913","b_945","Armstrong, Perry and Lamb","Cruzfort","ID",1,346,"scene, keep","B"
"914","b_946","Long-Thompson","North Stephanieside","OH",1.5,18,"reveal, strategy","A"
"915","b_947","Craig-Lucas","North Stephen","WI",4.6,335,"son, shoulder, whole","B"
"916","b_948","West, Williams and Jones","New Vanessaborough","OH",4.5,181,"author, ahead, what","A"
"919","b_951","Mcdonald and Sons","North Brianaville","",3.7,338,"away, place","B"
"921","b_953","Elliott and Sons","Wendymouth","PA",4.7,490,"camera","B"
"923","b_955","Parker, Cohen and Wong","Lake Amystad","MO",2.5,427,"evidence","B"
"926","b_958","Merritt PLC","West Shawn","RI",1.7,329,"thing, front","B"
"927","b_959","Smith, Griffith and Jones","Hernandezfort","WA",4,313,"stock","A"
"929","b_961","Lee PLC","Lisaville","NE",3.4,187,"owner, later, born","B"
"930","b_962","Guzman, Macias and Carrillo","Christopherfort","NJ",2,123,"option","A"
"931","b_963","Hansen PLC","North Lindsey","CT",2.6,416,"professional, agent","A"
"933","b_965","Salazar LLC","Craigview","MA",2.4,246,"","A"
"935","b_967","King-Crawford","South Richardmouth","UT",2.2,181,"sit, war","A"
"939","b_971","Cole-Burgess","Munozville","DE",4.7,487,"claim, thought","A"
"940","b_972","Young, Neal and Harris","Port Margaretshire","AR",3.9,22,"word","B"
"942","b_974","Burton-Young","Zhangshire","PA",1.1,115,"wide, water, crime","A"
"943","b_975","","Linton","TX",2,135,"eight, building","A"
"944","b_976","Oneill, Carter and Wilson","Washingtonfurt","TN",3.4,345,"in, attention","A"
"945","b_977","Bradley, Johnson and Harris","Lake Maria","DC",1.2,393,"tend, gas","A"
"948","b_980","Pope-White","Hamiltonberg","HI",2.3,325,"mission","A"
"949","b_981","Smith, Hill and Curtis","Tinaborough","GA",4.1,265,"ground","B"
"952","b_984","Lopez LLC","South Erinborough","DE",3.9,308,"think","A"
"953","b_985","Adams, Coleman and Mullen","Castilloport","IN",3,412,"between","B"
"954","b_986","Thompson, Torres and Lowe","Hodgesbury","MO",3.8,133,"assume, color","B"
"962","b_994","Jordan-Hughes","Bernardview","OK",2.4,472,"cup","B"
"963","b_995","Williamson, Young and Woodard","","OH",1.4,359,"picture, training, suffer","A"
"964","b_996","Simon, Downs and Mata","","MT",4.7,132,"assume, you","A"
"968","b_1000","Gates LLC","North Timothy","NC",1.7,162,"show, price, at","A"
"969","b_1001","Bray LLC","New Meganfort","NM",3.2,465,"international, operation","A"
"970","b_1002","Jordan-Brown","Port Jacob","DC",4.5,295,"month, present, table","B"
"971","b_1003","Lynch, Huang and Perry","Nealport","GA",3.9,45,"get, college, entire","B"
"972","b_1004","","Cohenmouth","MO",4.2,315,"bed, data, effort","B"
"975","b_1008","Ramirez Inc","West Nicholasside","RI",2,382,"first, chair","B"
"976","b_1009","French Group","East Jack","TX",3,265,"stand, argue","A"
"978","b_1011","Torres-Brown","Abigailmouth","MD",5,45,"finish, professional, fight","A"
"981","b_1014","Gomez PLC","South Barry","SC",3.8,30,"especially, gas, week","B"
"983","b_1016","Hernandez, Foster and Johnson","Smithport","IN",1.7,84,"green","A"
"987","b_1020","Brady, Howard and Arnold","Adamsfurt","AR",3.8,481,"worry","B"
"988","b_1021","Johnson PLC","Emilyberg","TX",2.2,187,"story, cup, they","B"
"990","b_1023","Chang Inc","Burnettchester","NV",4.9,46,"onto, country","B"
"991","b_1024","Kaiser LLC","Port Robert","MT",4.8,468,"every, very, at","A"
"992","b_1025","Smith-Carson","Wilsonport","CA",2.9,129,"gun","A"
"993","b_1026","Poole Inc","Bellstad","NE",4.4,412,"blood","A"
"994","b_1027","Duarte PLC","North Amandastad","NY",4.4,127,"per","B"
"995","b_1028","Lambert-Curtis","South Lisa","OK",2.3,10,"city","A"
"996","b_1029","Anderson Ltd","","MS",4.3,218,"seem, fact, would","A"
"997","b_1030","Rollins, Howe and Anderson","South Shawn","MS",1.1,433,"water","B"
"998","b_1031","Fletcher and Sons","Youngtown","DE",3.4,320,"oil","A"
"999","b_1033","Sanchez Ltd","South Christina","SD",1.5,163,"say, mention","B"
"1002","b_1036","","Williamshaven","OK",2.4,324,"series, read, represent","B"
"1003","b_1037","Murphy, Palmer and Taylor","Lake Michael","NC",3.9,316,"anything, government","B"
"1005","b_1039","Young, Webster and Hernandez","Herringland","CA",2.3,152,"consider","B"
"1008","b_1042","Sullivan, Ray and Cervantes","Lorimouth","KS",2.3,407,"that, look, participant","B"
